date,demand,rrp
2020-11-01,7143.566160714286,50.45568452380952
2020-11-08,6867.274077380952,51.58505952380953
2020-11-15,6984.109047619048,47.50136904761904
2020-11-22,7473.604464285714,94.74047619047619
2020-11-29,8047.8879761904755,61.9364880952381
2020-12-06,7562.5194940476185,50.377113095238094
2020-12-13,7001.936458333333,43.18306547619048
2020-12-20,7788.174285714286,169.39098214285713
2020-12-27,6799.22931547619,38.749404761904756
2021-01-03,6714.71875,33.66752976190477
2021-01-10,7070.489642857143,36.29032738095238
2021-01-17,7641.2694940476185,46.04589285714286
2021-01-24,7918.441636904762,39.74761904761905
2021-01-31,8069.296279761904,36.85601190476191
2021-02-07,7553.378333333334,34.72735119047619
2021-02-14,7370.6124404761895,34.58931547619048
2021-02-21,7444.165267857143,36.81154761904762
2021-02-28,7508.392767857144,34.37038690476191
2021-03-07,7272.759196428571,33.5085119047619
2021-03-14,7623.69380952381,37.92300595238095
2021-03-21,7316.411190476191,35.32877976190476
2021-03-28,7147.768452380953,48.648690476190474
2021-04-04,6892.591279761905,34.418035714285715
2021-04-11,7107.805625,37.13627976190476
2021-04-18,7143.250416666667,50.984821428571436
2021-04-25,7276.769434523809,74.66389880952381
2021-05-02,7332.18119047619,70.10190476190476
2021-05-09,7569.016488095238,53.844196428571436
2021-05-16,7627.84125,58.897261904761905
2021-05-23,8194.977351190477,188.50377976190475
2021-05-30,8166.794613095238,175.9560119047619
2021-06-06,8531.180327380953,178.2298511904762
2021-06-13,9131.923988095237,206.8813392857143
2021-06-20,8729.195952380953,195.30050595238095
2021-06-27,8706.53886904762,104.86794642857141
2021-07-04,8719.872053571427,80.13184523809524
2021-07-11,9252.148898809523,190.69550595238096
2021-07-18,8655.976220238095,113.6521130952381
2021-07-25,8909.979553571427,145.37675595238096
2021-08-01,8077.298779761905,60.41532738095238
2021-08-08,8105.558273809524,59.37851190476191
2021-08-15,7600.721160714286,53.159375
2021-08-22,7528.166666666667,57.89681547619048
2021-08-29,8083.341160714285,72.8858630952381
2021-09-05,7282.029077380952,47.11163690476191
2021-09-12,6913.339375,32.44726190476191
2021-09-19,7214.615744047619,56.39848214285714
2021-09-26,6960.437529761904,55.5921130952381
2021-10-03,6649.498390151515,53.52996212121212
2021-10-10,6484.917936507937,32.17838293650794
2021-10-17,7042.99621031746,60.491502976190475
2021-10-24,6704.688754960317,71.0895882936508
2021-10-31,6743.9799801587305,66.59840277777778
2021-11-07,6857.571825396826,68.44534226190476
2021-11-14,6946.904424603174,52.35364583333333
2021-11-21,6803.044315476191,67.73421626984127
2021-11-28,7101.9855456349205,66.72918650793652
2021-12-05,7101.087460317461,60.44790674603174
2021-12-12,6997.342837301588,65.81212301587301
2021-12-19,7386.882475198413,72.53084325396826
2021-12-26,7622.3249305555555,81.51856150793651
2022-01-02,6553.961121031745,65.73732638888889
2022-01-09,7465.797237103175,73.55975198412698
2022-01-16,7869.570679563492,78.5117113095238
2022-01-23,7450.120550595238,59.41707341269841
2022-01-30,7759.248050595238,86.54281746031747
2022-02-06,7594.2068253968255,73.91982142857142
2022-02-13,7225.664598214285,71.39737103174603
2022-02-20,7605.688834325397,94.86153273809524
2022-02-27,7828.998055555556,99.84975694444444
2022-03-06,7643.921324404762,87.60004464285714
2022-03-13,7223.55785218254,100.3615625
2022-03-20,7225.94558531746,97.23914186507936
2022-03-27,7267.798591269841,102.28706845238096
2022-04-03,7250.138655753968,150.0556746031746
2022-04-10,7198.274717261905,224.48917658730159
2022-04-17,6884.930873015874,161.41251984126984
2022-04-24,6932.305793650794,155.92239583333333
2022-05-01,7287.41251984127,209.29990079365078
2022-05-08,7352.238472222222,390.80153273809526
2022-05-15,7776.603184523809,309.5290873015873
2022-05-22,7904.105099206349,249.9829513888889
2022-05-29,8004.915962301588,318.762123015873
2022-06-05,8982.439489087303,458.81709325396827
2022-06-12,8961.442539682539,450.5739136904762
2022-06-19,8664.541493055554,355.2799156746032
2022-06-26,8625.343075396826,304.97783234126985
2022-07-03,9115.662351190476,409.3666121031746
2022-07-10,8749.209618055556,360.2288392857143
2022-07-17,9092.34638392857,522.2563740079365
2022-07-24,8989.019533730157,344.0680009920635
2022-07-31,8735.533839285714,263.9645486111111
2022-08-07,8106.2926686507935,130.87920138888887
2022-08-14,8600.484499007936,172.43177083333333
2022-08-21,8237.231393849206,147.90703373015873
2022-08-28,8227.740486111112,147.8153670634921
2022-09-04,7927.862797619048,153.59713789682542
2022-09-11,7667.740798611111,160.5886011904762
2022-09-18,7457.4240575396825,155.2967113095238
2022-09-25,7168.03679563492,141.52660714285716
2022-10-02,7319.163526785715,140.13358134920634
2022-10-09,7375.836314484127,170.66760912698413
2022-10-16,6980.237504960318,150.32861111111112
2022-10-23,7142.2275,150.3605257936508
2022-10-30,6719.866359126984,138.3960515873016
2022-11-06,6748.071016865079,115.6385763888889
2022-11-13,6670.825575396825,109.6881746031746
2022-11-20,6506.686344246032,120.80993055555555
2022-11-27,6521.670922619048,111.5276140873016
2022-12-04,6760.186165674603,106.94265376984127
2022-12-11,6746.764226190476,88.4871875
2022-12-18,6624.247212301588,83.93005952380952
2022-12-25,6743.973229166666,80.03916170634922
2023-01-01,6763.027986111111,70.84655257936508
2023-01-08,6735.342380952381,70.37743055555555
2023-01-15,7209.970138888889,100.92507440476192
2023-01-22,7403.050590277778,85.32904265873016
2023-01-29,7842.178556547619,115.60898809523809
2023-02-05,7516.068427579365,108.83125496031747
2023-02-12,7797.335074404762,89.22748015873016
2023-02-19,7672.41804563492,96.47978174603175
2023-02-26,7613.935277777778,73.82124007936508
2023-03-05,7646.15529265873,95.29954365079365
2023-03-12,7760.321865079365,91.46588293650794
2023-03-19,7937.637872023809,176.44783234126984
2023-03-26,7414.76146329365,95.45220238095239
2023-04-02,7118.7378125,119.12488095238096
2023-04-09,6727.123258928572,101.62098214285714
2023-04-16,6854.042410714285,93.41900793650794
2023-04-23,7123.5369742063485,116.01026785714286
2023-04-30,7091.546617063493,127.75673115079366
2023-05-07,7426.179370039682,159.3592857142857
2023-05-14,7829.053640873016,162.96959325396827
2023-05-21,8072.0833234126985,180.5531398809524
2023-05-28,8440.754370039682,263.6435863095238
2023-06-04,8017.623963293651,159.32459821428571
2023-06-11,8098.516805555556,93.75522321428572
2023-06-18,8360.181939484126,96.36462797619048
2023-06-25,8953.052837301588,123.51711805555556
2023-07-02,8608.920450606585,99.8324610051993
